Address,Old_Address,Latitude,Longitude,GeoAddress
"13 Namleps  Lane, 11729","13 Namleps Lane, Deer Park, NY 11729",40.75618695,-73.319826485336,"13, Namleps Lane, Suffolk County, New York, 11729, United States"
1020 Turnpike  Street  02021,"1020 Turnpike Street #9, Canton,      MA 02021",42.182278,-71.1142096,"Turnpike Street, Canton, Norfolk County, Massachusetts, 02021, United States"
37 TRINITY  PLACE  11557,37 TRINITY PLACE  HEWLETT NY 11557,40.63416497959184,-73.7034585510204,"37, Trinity Place, Woodmere, Hempstead, Nassau County, New York, 11557, United States"
"280 Madison  Avenue, 10016","280 Madison Avenue, Suite 1208, New York, NY  10016",40.7514413,-73.9804578,"280, Madison Avenue, Midtown South, Manhattan, New York County, New York, 10016, United States"
"112 34th  Street, 10120","112 West 34th Street, 18th Floor, New York, NY  10120",40.65681856896552,-74.00572029310344,"112, 34th Street, Greenwood Heights, Brooklyn, Kings County, New York, 11232, United States"
220 FIRST  STREET  51360,220 EAST FIRST STREET  BETHLEHEM PA 180151360,41.65902785,-71.46007780312215,"220, First Avenue, East Greenwich, Kent County, Rhode Island, 02818, United States"
"123   Street, 11232","123  47th    Street,  PO Box  320187     Brooklyn,     NY   11232",49.1754217,-122.8818794,"123 Street, Whalley, Surrey, Metro Vancouver, British Columbia, V3V 1G2, Canada"
"129 79th  STREET, 10021","129 E. 79th STREET, 6th FL. NY NY, 10021",40.733733,-73.88662242857143,"129, 79th Street, Elmhurst, Queens, Queens County, New York, 11373, United States"
" 34th  St, 10119","One Penn Plaza, 250 West 34th St,, STE 4115, New York, NY 10119",35.390501,-119.01431,"34th Street, Bakersfield, Kern County, California, 93301, United States"
" Washington  Square, 12205","3 Washington Square, Washington Ave.Ext.,Albany, NY 12205",54.6919878,25.27065002105077,"Vašingtono skveras, Naujamiestis, Naujamiesčio seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva"
"90 Broad  Street, 10004","90 Broad Street, 8th flr., New York, NY 10004",40.70379645,-74.01196078915397,"Stone & Webster Building, 90, Broad Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States"
89 Hudson  Street  11726,89 Hudson Street Copiague NY 11726,40.69331705,-73.39873315,"89, Hudson Street, Suffolk County, New York, 11726, United States"
321 44th  Street  10036,"321 West 44th Street Ste 601, New York NY. 10036",40.777667,-74.02213389795918,"321, 44th Street, Union City, Hudson County, New Jersey, 07087, United States"
"129 79th  STREET, 10021","129 E. 79th STREET, 6th FL. NY NY, 10021",40.733733,-73.88662242857143,"129, 79th Street, Elmhurst, Queens, Queens County, New York, 11373, United States"
1121 Holland  Drive  33487,"1121 Holland Drive Building #8, Boca Raton, FL 33487",26.407447249999997,-80.11060372494815,"1121, Holland Drive, Boca Raton, Palm Beach County, Florida, 33487, United States"
161 Maiden  Lane  10038,"161 Maiden Lane 5th Floor, New York,  NY  10038",40.705762,-74.0054327,"Maiden Lane, Financial District, Manhattan, New York County, New York, 10038, United States"
"2020 Lakeland  Avenue, ","2020 Lakeland Avenue, Ronkonkoma,       NY    11779  - 0718",40.796015249999996,-73.12184823201602,"2020, Lakeland Avenue, Suffolk County, New York, 11779, United States"
39 JERSEY  STREET  11704,39 JERSEY STREET  WEST BABYLON NY 11704,40.734688250000005,-73.37996293127104,"39, Jersey Street, Suffolk County, New York, 11704, United States"
3512 Quentin  Road  11234,"3512 Quentin Road Suite 200, Brooklyn, N.Y.  11234",40.61422093877551,-73.93728763265307,"3512, Quentin Road, Flatlands, Brooklyn, Kings County, New York, 11234, United States"
"505 Falls  Way, 30188","505 Falls Way, Woodstock, GA 30188",34.12654433400795,-84.39064950732357,"505, Falls Way, Creek Hollow South, Cherokee County, Georgia, 30188, United States"
"150   Avenue, 70810","150 Durham  Avenue, South Plainfield, NJ 070810",34.337131,-95.017197,"70810, McCurtain County, Oklahoma, United States"
"101 Commercial  Street, ","101 Commercial Street, Plainview, NY 11803 2414",42.39106985,-71.05757160510055,"101, Commercial Street, Everett, Middlesex County, Massachusetts, 02149, United States"
31-10 THOMPSON  AVENUE  11101,"31-10 THOMPSON AVENUE L.I.C, NY 11101",40.72304066666667,-74.00430366666667,"31, Thompson Street, SoHo, Manhattan, New York County, New York, 10013, United States"
 HAARLEM  AVENUE  10603,PARCO 20 HAARLEM AVENUE WHITE PLAINS NY 10603,41.0530428,-73.7712933,"Haarlem Avenue, White Plains, Westchester County, New York, 10603, United States"
"100 Hill  Road, 10994","100 Snake Hill Road, West Nyack, New York 10994",-26.0353713,27.9383377,"Hill Road, Johannesburg Ward 100, Roodepoort, City of Johannesburg Metropolitan Municipality, Gauteng, 2060, South Africa"
 NORTHFIELD  AVENUE  87812,P O BOX 7812 33 NORTHFIELD AVENUE EDISON NJ 088187812,55.9516232,-3.1396641,"Northfield Avenue, Northfield, Northfield/Willowbrae, City of Edinburgh, Scotland, EH8 7PR, United Kingdom"
52 Swedesford  Road  19355,"52 East Swedesford Road Fraser, PA 19355",40.054954703384695,-75.52024883795306,"52, Swedesford Road, East Whiteland Township, Chester County, Pennsylvania, 19355, United States"
"1707 3rd  Street, 08086","1707 3rd Street, Thorofare, NJ 08086",39.87383,-75.1776435,"1707, 3rd Street, Red Bank, National Park, Gloucester County, New Jersey, 08086, United States"
" Southlake  Boulevard, 23236","569-B Southlake Boulevard, Richmond, VA 23236",37.499572,-77.602636,"Southlake Boulevard, Hylton Park, Chesterfield County, Virginia, 23236-3103, United States"
"880 Bay  Road, 11801","880 South Oyster Bay Road, Hicksville, NY  11801",9.9264112,-84.040571,"Calle 77, Villa Freses, Curridabat, Cantón Curridabat, Provincia San José, 11801, Costa Rica"
" Flushing  Avenue, 11205","Brooklyn Navy Yard, 63 Flushing Avenue, Unit #311, Brooklyn, NY 11205",40.7002809,-73.9411682,"Flushing Avenue, Broadway, Brooklyn, Kings County, New York, 11207, United States"
"97 Lamar  Street, 11704","97  Lamar Street, West Babylon,    NY 11704",40.738483099999996,-73.37864860944659,"97, Lamar Street, Suffolk County, New York, 11704, United States"
63 Flushing  Avenue  11205,"63 Flushing Avenue Bldg 25, Brooklyn NY 11205",40.6983825,-73.9726875,"Honeybee Robotics, 63, Flushing Avenue, Fort Greene, Brooklyn, Kings County, New York, 11205, United States"
"3409 126th  Street, ","3409 126th Street, Flushing, NY 11368-1628",42.7882631,-73.6725852,"126th Street, Lansingburgh, City of Troy, Town of Waterford, Rensselaer County, New York, 12182, United States"
"545 French  Road, 13413","545 French Road, New Hartford, NY 13413",43.08973205,-75.28075871480459,"The Home Depot, 545, French Road, City of Utica, Town of New Hartford, Oneida County, New York, 13413, United States"
2100 2100  Highway  ,"2100 Highway 265 South, Springdale,  AR 72764 - 4540",51.5104857,-0.0423901,"The Highway, Ratcliffe, Limehouse, London Borough of Tower Hamlets, London, Greater London, England, E1W 3WF, United Kingdom"
"116 Washington  Street, ","116  Washington Street, Waukgean,      IL 60085 - 5680",35.54618861247265,-77.0632577716158,"116, Washington Street, City of Washington, Beaufort County, North Carolina, 27889, United States"
"840 Bartlett  Road, 60103","840 West Bartlett Road, Suite 3, Bartlett,   IL  60103",41.97699232939349,-88.18376460300453,"840, Bartlett Road, Bartlett, DuPage County, Illinois, 60103, United States"
"3775 Park  Avenue, 08820","3775 Park Avenue, Unit 12, Edison, NJ  08820",40.5727902,-74.38642042146721,"Retro Fitness, 3775, Park Avenue, Edison, Middlesex County, New Jersey, 08820, United States"
"13-07 37th  Avenue, 11101","13-07 37th Avenue, Long Island City, NY  11101",40.759762,-73.94081,"37th Avenue, Ravenswood, Queens, Queens County, New York, 11101, United States"
12369 VALLEY ALLEY  20191,"12369 SUNRISE VALLEY DRIVE, SUITE D2, RESTON VA 20191",-8.1101065,-34.9342253,"20191, Rua do Desterro, Parque Aeronáutica, Ibura, Recife, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Pernambuco, Região Nordeste, 51220-060, Brasil"
10101 C  Avenue  11236,"10101 C Avenue D, Brooklyn,      NY   11236",40.6704599,-73.9850412,"C & Y, 399, 5th Avenue, Park Slope, Brooklyn, Kings County, New York, 11215, United States"
"111   Street, 10038","111 John  Street, 3rd Floor New York, NY 10038",55.1388536,-118.8283849,"111 Street, O'Brien Lake, City of Grande Prairie, Grande Prairie (city), Alberta, T8V 6V3, Canada"
 MILL  ROAD  08837,SUPPLY COMPANY 301 MILL ROAD EDISON NJ 08837,40.5000847,-74.3701981,"Mill Road, Edison, Middlesex County, New Jersey, 08817, United States"
75 Main  Avenue  07407,"75  Main Avenue P O Box   9410, Elmwood Park,   NJ         07407",40.84289500480052,-74.13069893892359,"75, Main Avenue, Passaic, Passaic County, New Jersey, 07055, United States"
1111 Bayhill  Drive  94066,"1111 Bayhill Drive #400 ; San Bruno, CA 94066",37.628199033267514,-122.42206256164478,"1111, Bayhill Drive, San Bruno, San Mateo County, California, 94066, United States"
110 Pkwy  Drive  11788,"110 Pkwy Drive South, POB 13308, Hauppauge, NY 11788",30.1755468,31.4196556,"110, بلوكات دلتا 52, العبور, القليوبية, 11788, مصر"
"501 Sanford  Avenue, ","501 Sanford Avenue, Box 868, Mocksville, N.C. 27028-2919",28.807954,-81.264845,"501, Sanford Avenue, Sanlanta, Sanford, Seminole County, Florida, 32771, United States"
"14-34 110th  Street, 11356","14-34 110th Street, College Point, NY 11356",40.784533350000004,-73.85728292797482,"14-34, 110th Street, Queens, Queens County, New York, 11356, United States"
" International  Drive, 03801","Two International Drive, Suite 200, Portsmouth,  NH   03801",43.0764369,-70.7993133,"International Drive, Pease International Tradeport, Portsmouth, Rockingham County, New Hampshire, 03801, United States"
"123-17 101st  AVENUE, 11419","123-17 101st AVENUE, RICHMOND HILL NY, 11419",40.69126695,-73.82225212301638,"123-17, 101st Avenue, Morris Park, Queens, Queens County, New York, 11419, United States"
"142 Willis  Avenue, ","142 Willis Avenue, P.O.Box 347, Mineola, NY 11501-4407",40.807424857142856,-73.92397442857143,"142, Willis Avenue, The Bronx, Bronx County, New York, 10454, United States"
"150 Laser  Court, 11788","150 Laser Court, Hauppage, NY 11788",40.811981450000005,-73.26362633552637,"150, Laser Court, Hauppauge, Suffolk County, New York, 11788, United States"
46-27 54TH  ROAD  11378,"46-27 54TH ROAD , MASPETH, NY  11378",40.7309756,-73.92096860000001,"46-27, 54th Road, Queens, Queens County, New York, 11378, United States"
"20 Capital  Drive, ","20 Capital Drive, Hiltonhead Island, SC 29926-2340",46.2657083,-63.1516533,"Uptown Lounge, 20, Capital Drive, City of Charlottetown, Queens County, Prince Edward Island, C1E 1K4, Canada"
1940 64  STREET  11204,"1940  64 STREET 1F  BROOKLYN, NY 11204",59.2758055,18.5091519,"Andstigen, Norra Ingaröstrand, Ingaröstrand, Värmdö kommun, Stockholms län, 134 64, Sverige"
"98 Danbury,  CT  06811","98 Mill Plain Suite 1A, Danbury, CT 06811",41.461399,-73.545339,"98, Danbury Road, Putnam Lake, Town of Patterson, Putnam County, New York, 12563, United States"
1933 1933  Highway  07719,"1933 Highway 35 Suite 356, Wall, New Jersey, 07719",50.8628739,4.5105717,"1933, Tramlaan, Sterrebeek, Zaventem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1933, België / Belgique / Belgien"
"11 PARK  PLACE, 10007","11 PARK PLACE,  SUITE 1416, NEW YORK, NY 10007",40.7130009,-74.0083413,"11, Park Place, Lower Manhattan, Civic Center, Manhattan, New York County, New York, 10007, United States"
"700 Marsolais  Street, ","700 Marsolais Street, L Assomption, Quebec Canada, J5W 2 - 69",45.8153064,-73.4288591,"700, Rue Marsolais, L'Assomption, L'Assomption (MRC), Lanaudière, Québec, J5W 1Y4, Canada"
"72 Hillside  Ave, 08840","72 Hillside Ave, PO Box 468, Metuchen, NJ 08840",40.54262828571429,-74.35869346428572,"72, Hillside Avenue, Robinvale, Metuchen, Middlesex County, New Jersey, 08840, United States"
48 37th  Street  10018,"48 West 37th Street 3rd Floor, New York, NY 10018",40.740191,-73.9289091,"48-10, 37th Street, Sunnyside, Queens, Queens County, New York, 11101, United States"
"245 Park  Avenue, ","245 Park Avenue, 23rd Fl. New York, NY 10167-2595",40.7546124,-73.97467190070827,"245 Park Avenue, 245, Park Avenue, Midtown East, Manhattan, New York County, New York, 10037, United States"
 WASHINGTON  AVENUE  35346,NYS INC 296 WASHINGTON AVENUE EXTENSIO ALBANY NY 122035346,47.938745,-122.2048928,"Washington Avenue, Pinehurst, Everett, Snohomish County, Washington, 98203, United States"
"44 Corp.,  Drive, 20151","44 Brookfield Corp., Drive, Suite A, Chantilly, VA 20151",25.1212081,121.7207491,"ComponentBase Corp., 麥金路, 鶯安里, 安樂區, 國家新城, 基隆市, 20401, 臺灣"
6155 CORNERSTONE  COURT  92121,6155 CORNERSTONE COURT EAST SUITE 225 SAN DIEGO CA 92121,32.895605,-117.188893,"6155, Cornerstone Court, Sorrento Valley, San Diego, San Diego County, California, 92121, United States"
"1540 Bridge  Road, 30122","1540 Blairs Bridge Road, Lithia Springs, GA  30122",50.5382626,16.2055679,"30122, Žďár nad Metují, okres Náchod, Královéhradecký kraj, Severovýchod, 54955, Česko"
65-45 OTTO  ROAD  11385,65-45 OTTO ROAD BLDG 23  GLENDALE NY 11385,40.7058611,-73.88986928230334,"65-45, Otto Road, Fresh Pond Junction, Queens, Queens County, New York, 11385, United States"
"505 Wakara  Ave, ","505 Wakara Ave, Suite 300, Salt Lake City UT 84108-1236",40.76037999835712,-111.82775334275902,"505, Wakara Way, Research Park, Salt Lake City, Salt Lake County, Utah, 84108, United States"
" Lake  Court, 08873","9 West Lake Court, Somerset, NJ 08873",40.504777770706234,-74.50870808457688,"Franklin Township, Somerset County, New Jersey, 08873, United States"
"58-26 198th  Street, 11365","58-26 198th Street, Flushing, NY  11365",40.748241,-73.78016,"198th Street, Queens, Queens County, New York, 11365, United States"
"45-11 33rd  Street, 11101","45-11  33rd Street, Long Island City,   NY   11101",40.7434353,-73.9318029,"45-11, 33rd Street, Sunnyside, Queens, Queens County, New York, 11101, United States"
469 7th  Avenue  10018,"469 7th Avenue - 5th Floor, New York, NY 10018",40.7520225,-73.9896563,"469, 7th Avenue, Garment District, Manhattan, New York County, New York, 10018, United States"
 Claire  Road  08816,"2 Claire Road Suite  2 D, East Brunswick,    NJ 08816",40.4413585,-74.3971585,"Claire Road, Tanners Corner, Orchard Heights, East Brunswick Township, Middlesex County, New Jersey, 08882, United States"
260 39th  Street  10018,"260 West 39th Street - Suite 302, New York, NY 10018",40.774567387755106,-74.0235864489796,"260, 39th Street, Union City, Hudson County, New Jersey, 07087, United States"
"519 8th  Avenue, 10018","519 8th Avenue, FL 2 New York, NY 10018",40.7534341,-73.9928127,"Essen, 519, 8th Avenue, Garment District, Manhattan, New York County, New York, 10018, United States"
"214 29th  Street, 10001","214 W 29th Street, 8th floor, New York, NY 10001",40.65704845,-73.998730231801,"214, 29th Street, Greenwood Heights, Brooklyn, Kings County, New York, 11232, United States"
"10 22nd  Street, 60148","10 E 22nd Street, Suite 300, Lombad, IL 60148",41.8445925,-88.0263149,"22nd Street, Lombard, DuPage County, Illinois, 60148, United States"
"126-53 36TH  AVENUE, 11368","126-53 36TH AVENUE, FLUSHING, N.Y.  11368",40.7546506,-73.8604222,"36th Avenue, Queens, Queens County, New York, 11368, United States"
25 Vreeland  Road  07932,"25 Vreeland Road Bldg B #100,  Florham Park, NJ  07932",40.786403,-74.370226,"25, Vreeland Road, Florham Park, Morris County, New Jersey, 07932, United States"
3480 Clinton  Avenue  07080,3480 SO Clinton Avenue South Plainfield NJ 07080,40.597162,-74.437596,"Clinton Avenue, Piscataway Township, Middlesex County, New Jersey, 07080, United States"
"14-34 110TH  STREET, 11356","14-34 110TH STREET, COLLEGE POINT,  NY  11356",40.784533350000004,-73.85728292797482,"14-34, 110th Street, Queens, Queens County, New York, 11356, United States"
"250 Park  Avenue, 10177","250 Park Avenue, 3rd Floor, New York, NY 10177",40.7549267,-73.975929,"HSBC, 250, Park Avenue, Midtown East, Manhattan, New York County, New York, 10017, United States"
"40-49 72nd  Street, 11377","40-49 72nd Street, Woodside, New York 11377",40.7451765,-73.89305052932593,"40-49, 72nd Street, Queens, Queens County, New York, 11377, United States"
"7272 Wisconsin  Avenue, 20814","7272 Wisconsin Avenue, STE 300, Bethesda, MD 20814",38.98196540816326,-77.09291954081633,"7272, Wisconsin Avenue, South Bethesda, Bethesda, Montgomery County, Maryland, 20814, United States"
"123 47th  Street, 11232","123    47th Street, PO Box  320187, Brooklyn,     NY     11232",40.651888400000004,-74.01655889001228,"123, 47th Street, Sunset Park, Brooklyn, Kings County, New York, 11232, United States"
"31-00 47th  AVENUE, 11101","31-00 47th AVENUE,L.I.C  NY, 11101",40.7428362,-73.9354092,"Doughnut Plant, 31-00, 47th Avenue, Sunnyside, Queens, Queens County, New York, 11101, United States"
92 Main  Street  08561,"92 North Main Street Blvd. 20, Windsor, NJ 08561",40.16781043450435,-74.67555084250465,"92, Main Street, Groveville, Hamilton Township, Mercer County, New Jersey, 08620, United States"
172 Madison  Avenue  10016,"172 Madison Avenue Room 204, New York, NY 10016",40.7474044,-73.98363419444306,"172 Madison Avenue, Midtown South, Manhattan, New York County, New York, 10016, United States"
 Dell  Way  78682,"One Dell Way RR8-2 E009, Round Rock TX 78682",30.4868577,-97.6668546,"Dell Way, Dell, Round Rock, Williamson County, Texas, 78664, United States"
"500 Fifth  Avenue, 10110","500 Fifth Avenue, Suite 420, New York, NY 10110",40.7539205,-73.98118169816303,"500 Fifth Avenue, 500, 5th Avenue, Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, 10035, United States"
161 Maiden  Lane  10038,"161 Maiden Lane 5th Floor, New York,  NY  10038",40.705762,-74.0054327,"Maiden Lane, Financial District, Manhattan, New York County, New York, 10038, United States"
181 HUDSON  STREET  10013,181 HUDSON STREET SUITE 2A  NEW YORK NY 10013,40.722761,-74.008199,"181, Hudson Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
"1023 Eight  Street, 45203","1023 West Eight Street, Cincinnati, OH 45203",-36.8453799,174.7679152,"Cafe Eight, Commerce Street, Britomart, Auckland Central, Auckland, Waitematā, Auckland, 1010, New Zealand / Aotearoa"
"30 Mountain  Road, 89785","30 Hook Mountain Road, Pine Brook, NJ 070589785",39.4683727,-76.3723328,"Mountain Road, Mountain, Harford County, Maryland, 21085, United States"
30 33rd  St  10016,"30 East 33rd St 5th Floor, New York, Ny,10016",40.7463947,-73.9818293,"33rd Street, East 33rd Street, Midtown South, Manhattan, New York County, New York, 10016, United States"
" Hanover  Square, 10004","5 Hanover Square, 17th Floor; New York, N.Y. 10004",40.70482895000001,-74.009222314373,"Hanover Square, Manhattan Community Board 1, Manhattan, New York County, New York, United States"
"63 Center  Drive, ","63  Commerce Center Drive, Bldg. A, Groveport, OH  43125-1159",41.0434756,-73.5699688,"63, Center Drive, Riverside, Greenwich, Fairfield County, Connecticut, 06870, United States"
"120 Jersey  Avenue, 08901","120 Jersey Avenue, Suite 200, New Brusnwick, Nj 08901",40.48822046153846,-74.45789200961539,"120, Jersey Avenue, Lincoln Park, New Brunswick, Middlesex County, New Jersey, 08901, United States"
153-20 Conduit  Avenue  11434,153-20 South Conduit Avenue Jamaica NY 11434,40.6666138,-73.7983834,"North Conduit Avenue, Queens, Queens County, New York, 11434, United States"
"190 7th  Avenue, 10011","190 7th Avenue,  Main Floor, New York, NY 10011",40.7430396,-73.9966472,"190, 7th Avenue, Chelsea, Manhattan, New York County, New York, 10011, United States"
"10 Ramsey  Road, 11967","10 Ramsey Road,    E.  Yaphank,     NY    11967",40.841008200000005,-72.88480554038767,"10, Ramsey Road, Suffolk County, New York, 11967, United States"
"110 40th  Street, 10018","110 West 40th Street, Ste 2401, New York, NY 10018",40.774239244897956,-74.02119848979592,"110, 40th Street, Union City, Hudson County, New Jersey, 07087, United States"
" Riverview  Drive, 08873","Weston Canal Plaza, 2 Riverview Drive, Somerset, NJ 08873",40.547175,-74.554127,"Riverview Drive, Franklin Township, Somerset County, New Jersey, 08805, United States"
"126 36th  Avenue, ","126 - 53      36th Avenue, Flushing,   NY 11368 - 1512",40.7591516,-73.842794,"126-61, 36th Avenue, Queens, Queens County, New York, 11368, United States"
"855 Conklin  Street, 11735","855 P Conklin Street, Farmingdale, NY  11735",40.73710755,-73.43156600430137,"855, Conklin Street, Farmingdale, Oyster Bay, Nassau County, New York, 11735, United States"
"2020 Lakeland  Avenue, ","2020 Lakeland Avenue, Ronkonkoma,       NY    11779  - 0718",40.796015249999996,-73.12184823201602,"2020, Lakeland Avenue, Suffolk County, New York, 11779, United States"
"18 Donaldson  Place, 07036","18 Donaldson Place, P.O. Box 4097, Linden, N.J. 07036",40.6265135,-74.25527866666667,"18, Donaldson Place, Linden, Union County, New Jersey, 07036, United States"
11-27 30TH  DRIVE  11102,"11-27 30TH DRIVE LONG ISLAND CITY, NY 11102",40.77015505,-73.93338602067631,"11-27, 30th Drive, Astoria, Queens, Queens County, New York, 11102, United States"
"5600 Lindbergh  Drive, ","5600 Lindbergh Drive, P O Box 389, Loveland,   CO    80539-0389",40.450137,-105.001524,"5600, Lindbergh Drive, Centrepoint Business Park, Loveland, Larimer County, Colorado, 80538, United States"
"50 Lindberg  Boulevard, 11553","50 Charles Lindberg Boulevard, Suite 503, Uniondale  NY  11553",33.4570219,-88.826598,"Lindberg Boulevard, Fairground Subdivision, Starkville, Oktibbeha County, Mississippi, 39759, United States"
"52-37 Second  Street, 11101","52-37 Second Street, Long Island City, NY   11101",40.7581985,-73.9895564,"Second Stage Theater, West 43rd Street, Theater District, Manhattan, New York County, New York, 10036, United States"
40 Twosome  Drive  08057,"40 Twosome Drive Unit # 7, Moorestown, NJ 08057",39.97809928068595,-74.97649420281482,"40, Twosome Drive, Moorestown Industrial Common, Moorestown, Moorestown Township, Burlington County, New Jersey, 08057, United States"
"130-37 90th  Avenue, 11418","130-37 90th Avenue, Richmond Hill, NY 11418",40.6988793,-73.8205857,"90th Avenue, Queens, Queens County, New York, 11418, United States"
"50 Kneeland  Street, 11373","50 - 10 Kneeland Street, Elmhurst,     NY       11373",40.737846950000005,-73.8887592997992,"50-10, Kneeland Street, Queens, Queens County, New York, 11373, United States"
 Ragsdale  Drive  93940,"One Lower Ragsdale Drive Building 2, Monterey, CA 93940",36.5782469,-121.8225837,"Ragsdale Drive, Monterey, Monterey County, California, 93955, United States"
"123 47th  Street, 11232","123    47th Street, PO Box  320187, Brooklyn,     NY     11232",40.651888400000004,-74.01655889001228,"123, 47th Street, Sunset Park, Brooklyn, Kings County, New York, 11232, United States"
"220 Loop  Road, 10309","220 Industrial Loop Road, Staten Island, NY 10309",40.60044,-74.1542061,"Loop Road, Bulls Head, Staten Island, Richmond County, New York, 10314, United States"
5000 Tilghman  Street  18104,"5000 Tilghman Street Suite 230, Allentown, PA 18104",40.6047519,-75.502051,"Tilghman Street, West End Theatre District, Allentown, Lehigh County, Pennsylvania, 18104, United States"
"140 MOUNTAIN  AVENUE, 07081","140 MOUNTAIN AVENUE, SUITE 303, SPRINGFIELD,  NJ  07081",40.70710715,-74.31547306097873,"140, Mountain Avenue, Springfield, Union County, New Jersey, 07081, United States"
 10101-C  Avenue  11236,"10101-C Avenue D, Brooklyn, NY  11236",40.6704599,-73.9850412,"C & Y, 399, 5th Avenue, Park Slope, Brooklyn, Kings County, New York, 11215, United States"
" DELL  WAY, 78682","ONE DELL WAY, MS RR8-07, ROUND ROCK, TX  78682",30.4868577,-97.6668546,"Dell Way, Dell, Round Rock, Williamson County, Texas, 78664, United States"
 RICHMOND  AVENUE  ,CHANDELIER LTG AND ELECTRICAL SUPP 61 PORT RICHMOND AVENUE STATEN,-26.185198,28.0099043,"Richmond Avenue, Auckland Park, Johannesburg Ward 69, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
"16745 Lathrop  Avenue, 60426","16745 S. Lathrop Avenue, Harvey, IL 60426",41.583776559874366,-87.64115372417848,"16745, Lathrop Avenue, Harvey, Thornton Township, Cook County, Illinois, 60426, United States"
"450 Sunrise  Highway, 11570","450 Sunrise Highway, STE 103, Rockville Centre, NY 11570",40.6575234,-73.6457188,"Sunrise Highway, Rockville Centre, Hempstead, Nassau County, New York, 11570, United States"
6155 Cornerstone  Court  92121,"6155 Cornerstone Court East, Suite 225, San Diego, CA 92121",32.895605,-117.188893,"6155, Cornerstone Court, Sorrento Valley, San Diego, San Diego County, California, 92121, United States"
"31 GARDEN  LANE, 11559","31 GARDEN LANE, P.O.BOX 9013, NEW YORK, NY 11559",40.62472292682927,-73.74008443902439,"31, Garden Lane, Inwood, Hempstead, Nassau County, New York, 11559, United States"
 ENGINEERING  DRIVE  ,CONSUMER PRODUCTS 3585 ENGINEERING DRIVE STE 200 NORCROSS GA 3009,40.9133027,-73.1238272,"Engineering Drive, Suffolk County, New York, 11794, United States"
"80 Eighth  Avenue, 10011","80 Eighth Avenue, Suite 1105. New York, NY 10011",40.7398118,-74.0023333,"IND Eighth Avenue Line, 8th Avenue, Chelsea, Manhattan, New York County, New York, 10011, United States"
 Fairway  Ridge  29710,"7 Fairway Ridge Sales Office, Lake Wylie, SC 29710",35.1061509,-81.0660909,"Fairway Ridge, River Hills, Lake Wylie, York County, South Carolina, 29710, United States"
325 38th  Street  10018,"325 West 38th Street - Suite 912, New York, NY 10018",40.77424126530612,-74.02486220408163,"325, 38th Street, Union City, Hudson County, New Jersey, 07087, United States"
"34   Street, ","34 - 09    126th  Street, Flushing,   NY     11368 - 1691",25.2552732,55.3293445,"شارع 34, بور سعيد, ديرة, دبي, 14476, الإمارات العربية المتحدة"
"675 THIRD  AVENUE, 10017","675 THIRD AVENUE, 5TH FLOOR, NEW YORK, NY  10017",40.8145946,-73.9203808,"Third Avenue, The Bronx, Bronx County, New York, 10451, United States"
" Chapel  Road, 70744","P.O. BOX 249, 27855 James Chapel Road, Holden,  LA  70744",30.4751307,-90.630095,"James Chapel Road North, Livingston Parish, Louisiana, 70744, United States"
"25 Vreeland  Road, 07932","25 Vreeland Road, Bldg.A # 104, Florham Park, NJ 07932",40.786403,-74.370226,"25, Vreeland Road, Florham Park, Morris County, New Jersey, 07932, United States"
81 Winant  Place  10309,"81 Winant Place Suite   2A, Staten Island,  NY   10309",40.5372479,-74.24011106110257,"81, Winant Place, Charleston, Staten Island, Richmond County, New York, 10309, United States"
"157 BROAD  STREET, 07701","157 BROAD STREET, SUITE 202, RED BANK NJ 07701",40.43457417647059,-74.20040264705882,"157, Broad Street, Keyport, Monmouth County, New Jersey, 07735, United States"
" Henrietta  Street, ","1 Henrietta Street, P.O.Box 295, Hicksville, NY 11802 - 0295",29.537029,-95.120617,"Henrietta Street, Webster, Harris County, Texas, 77598, United States"
"747 3rd  Avenue, 10017","747 3rd Avenue, 12th Floor, New York, NY 10017",40.7535137,-73.972211,"Permanent Mission of Brazil to the United Nations, 747, 3rd Avenue, Turtle Bay, Manhattan, New York County, New York, 10017, United States"
3595 Dixie  Highway  33431,"3595 N. Dixie Highway Bay # 7, Boca Raton, FL  33431",26.2969768,-80.1075773,"Dixie Highway, Broward Highlands, Deerfield Beach, Broward County, Florida, 33064, United States"
"263 Cove  Avenue, ","263 Glen Cove Avenue, PO Box  356,  Sea Cliff,   NY  11579 - 0356",30.14703081818182,-85.63714563636363,"263, Cove Avenue, Millville, Panama City, Bay County, Florida, 32401, United States"
"40-49 72nd  Street, 11377","40-49 72nd Street, Woodside, New York 11377",40.7451765,-73.89305052932593,"40-49, 72nd Street, Queens, Queens County, New York, 11377, United States"
"116 John  Street, 10038","116 John Street, Suite 1406, New York, NY  10038",40.7074899,-74.00589586552672,"116 John Street, 116, John Street, Financial District, Manhattan, New York County, New York, 10038, United States"
